[21:05:12.791] Worker-2 | EventoID=0 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=0F Payload[1]=64 Payload[2]=71
[21:06:07.724] Worker-0 | EventoID=174 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=1E Payload[1]=8F Payload[2]=2A
[21:06:07.989] Worker-2 | EventoID=175 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=C5 Payload[1]=AE Payload[2]=5D
[21:06:08.453] Worker-3 | EventoID=176 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=F2 Payload[1]=34 Payload[2]=3B
[21:06:08.824] Worker-2 | EventoID=177 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=48 Payload[1]=EC Payload[2]=1E
[21:06:09.260] Worker-2 | EventoID=178 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=F1 Payload[1]=7C Payload[2]=59
[21:06:09.418] Worker-3 | EventoID=179 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=76 Payload[1]=5F Payload[2]=53
[21:06:09.686] Worker-0 | EventoID=180 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=A8 Payload[1]=8E Payload[2]=5B
[21:06:10.092] Worker-1 | EventoID=181 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=8A Payload[1]=F8 Payload[2]=2C
[21:06:10.526] Worker-1 | EventoID=182 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=3C Payload[1]=7B Payload[2]=67
[21:06:10.885] Worker-0 | EventoID=183 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=DD Payload[1]=8E Payload[2]=52
[21:06:11.195] Worker-0 | EventoID=184 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=16 Payload[1]=9E Payload[2]=5F
[21:06:11.303] Worker-0 | EventoID=185 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=57 Payload[1]=E4 Payload[2]=41
[21:06:11.751] Worker-2 | EventoID=186 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=91 Payload[1]=62 Payload[2]=5B
[21:06:11.907] Worker-3 | EventoID=187 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=6A Payload[1]=3E Payload[2]=72
[21:06:12.092] Worker-3 | EventoID=188 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=0D Payload[1]=61 Payload[2]=5D
[21:06:12.280] Worker-0 | EventoID=189 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=DC Payload[1]=DC Payload[2]=71
[21:06:12.590] Worker-1 | EventoID=190 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=0B Payload[1]=87 Payload[2]=61
[21:06:12.745] Worker-3 | EventoID=191 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=AA Payload[1]=94 Payload[2]=2F
[21:06:13.163] Worker-2 | EventoID=192 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=03 Payload[1]=C1 Payload[2]=24
[21:06:13.426] Worker-1 | EventoID=193 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=13 Payload[1]=62 Payload[2]=4D
[21:06:13.876] Worker-2 | EventoID=194 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=14 Payload[1]=7C Payload[2]=5F
[21:06:14.328] Worker-0 | EventoID=195 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=BE Payload[1]=E8 Payload[2]=53
[21:06:14.795] Worker-3 | EventoID=196 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=79 Payload[1]=51 Payload[2]=33
[21:06:15.276] Worker-1 | EventoID=197 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=9F Payload[1]=C5 Payload[2]=36
[21:06:15.586] Worker-1 | EventoID=198 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=EB Payload[1]=E5 Payload[2]=61
[21:06:15.772] Worker-3 | EventoID=199 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=8C Payload[1]=60 Payload[2]=1E
[21:06:16.155] Worker-2 | EventoID=200 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=1B Payload[1]=59 Payload[2]=33
[21:06:16.387] Worker-0 | EventoID=201 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=D8 Payload[1]=C9 Payload[2]=3B
[21:06:16.747] Worker-3 | EventoID=202 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=E4 Payload[1]=3C Payload[2]=37
[21:06:16.885] Worker-1 | EventoID=203 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=34 Payload[1]=E1 Payload[2]=31
[21:06:17.008] Worker-2 | EventoID=204 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=27 Payload[1]=76 Payload[2]=77
[21:06:17.285] Worker-3 | EventoID=205 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=63 Payload[1]=F0 Payload[2]=1B
[21:06:17.657] Worker-2 | EventoID=206 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=70 Payload[1]=B7 Payload[2]=6C
[21:06:17.890] Worker-0 | EventoID=207 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=06 Payload[1]=7F Payload[2]=52
[21:06:18.385] Worker-1 | EventoID=208 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=52 Payload[1]=86 Payload[2]=34
[21:06:18.778] Worker-3 | EventoID=209 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=07 Payload[1]=67 Payload[2]=2C
[21:06:18.948] Worker-2 | EventoID=210 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=9E Payload[1]=37 Payload[2]=77
[21:06:19.274] Worker-2 | EventoID=211 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=72 Payload[1]=77 Payload[2]=67
[21:06:19.676] Worker-1 | EventoID=212 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=27 Payload[1]=B3 Payload[2]=45
[21:06:19.940] Worker-0 | EventoID=213 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=3B Payload[1]=74 Payload[2]=3D
[21:06:20.186] Worker-3 | EventoID=214 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=62 Payload[1]=E4 Payload[2]=6D
[21:06:20.588] Worker-0 | EventoID=215 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=7F Payload[1]=F3 Payload[2]=71
[21:06:20.697] Worker-0 | EventoID=216 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=71 Payload[1]=7E Payload[2]=2B
[21:06:21.179] Worker-1 | EventoID=217 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=43 Payload[1]=BE Payload[2]=43
[21:06:21.616] Worker-1 | EventoID=218 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=16 Payload[1]=E7 Payload[2]=64
[21:06:21.925] Worker-3 | EventoID=219 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=C0 Payload[1]=56 Payload[2]=42
[21:06:22.110] Worker-0 | EventoID=220 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=5B Payload[1]=AE Payload[2]=73
[21:06:22.437] Worker-0 | EventoID=221 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=3D Payload[1]=ED Payload[2]=2E
[21:06:22.732] Worker-2 | EventoID=222 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=FF Payload[1]=69 Payload[2]=72
[21:06:22.934] Worker-2 | EventoID=223 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=84 Payload[1]=98 Payload[2]=5E
[21:06:23.202] Worker-0 | EventoID=224 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=56 Payload[1]=61 Payload[2]=40
[21:06:23.497] Worker-0 | EventoID=225 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=37 Payload[1]=6C Payload[2]=28
[21:06:23.872] Worker-3 | EventoID=226 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=51 Payload[1]=4B Payload[2]=1D
[21:06:24.150] Worker-0 | EventoID=227 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=CE Payload[1]=4C Payload[2]=4B
[21:06:24.460] Worker-2 | EventoID=228 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=FB Payload[1]=D2 Payload[2]=38
[21:06:24.909] Worker-0 | EventoID=229 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=84 Payload[1]=3C Payload[2]=31
[21:06:25.095] Worker-1 | EventoID=230 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=B4 Payload[1]=AD Payload[2]=4B
[21:06:25.420] Worker-1 | EventoID=231 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=84 Payload[1]=59 Payload[2]=5F
[21:06:25.594] Worker-3 | EventoID=232 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=B2 Payload[1]=3B Payload[2]=77
[21:06:26.089] Worker-2 | EventoID=233 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=8F Payload[1]=CC Payload[2]=69
[21:06:26.414] Worker-2 | EventoID=234 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=08 Payload[1]=D2 Payload[2]=4D
[21:06:26.756] Worker-2 | EventoID=235 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=2B Payload[1]=F6 Payload[2]=5B
[21:06:27.068] Worker-1 | EventoID=236 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=92 Payload[1]=A5 Payload[2]=5A
[21:06:27.410] Worker-0 | EventoID=237 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=6E Payload[1]=45 Payload[2]=5C
[21:06:27.768] Worker-3 | EventoID=238 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=A8 Payload[1]=5C Payload[2]=48
[21:06:28.001] Worker-1 | EventoID=239 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=13 Payload[1]=D9 Payload[2]=51
[21:06:28.267] Worker-0 | EventoID=240 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=8A Payload[1]=66 Payload[2]=58
[21:06:28.436] Worker-1 | EventoID=241 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=FA Payload[1]=5A Payload[2]=49
[21:06:28.806] Worker-0 | EventoID=242 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=EC Payload[1]=4C Payload[2]=43
[21:06:29.225] Worker-0 | EventoID=243 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=4F Payload[1]=81 Payload[2]=39
[21:06:29.585] Worker-2 | EventoID=244 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=7F Payload[1]=6A Payload[2]=76
[21:06:29.725] Worker-3 | EventoID=245 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=5F Payload[1]=D8 Payload[2]=55
[21:06:30.098] Worker-0 | EventoID=246 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=F1 Payload[1]=3D Payload[2]=41
[21:06:30.287] Worker-1 | EventoID=247 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=68 Payload[1]=4A Payload[2]=47
[21:06:30.553] Worker-2 | EventoID=248 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=F7 Payload[1]=6D Payload[2]=50
[21:06:30.661] Worker-2 | EventoID=249 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=2F Payload[1]=8A Payload[2]=1C
[21:06:30.785] Worker-3 | EventoID=250 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=9C Payload[1]=E9 Payload[2]=35
[21:06:30.970] Worker-0 | EventoID=251 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=D3 Payload[1]=C1 Payload[2]=3C
[21:06:31.421] Worker-2 | EventoID=252 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=75 Payload[1]=40 Payload[2]=74
[21:06:31.701] Worker-1 | EventoID=253 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=3C Payload[1]=B8 Payload[2]=28
[21:06:32.181] Worker-2 | EventoID=254 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=1D Payload[1]=54 Payload[2]=59
[21:06:32.366] Worker-0 | EventoID=255 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=1F Payload[1]=EA Payload[2]=1B
[21:06:32.740] Worker-3 | EventoID=256 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=A6 Payload[1]=5A Payload[2]=1B
[21:06:32.942] Worker-2 | EventoID=257 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=A5 Payload[1]=D2 Payload[2]=60
[21:06:33.098] Worker-1 | EventoID=258 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=F0 Payload[1]=A0 Payload[2]=21
[21:06:33.375] Worker-2 | EventoID=259 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=F3 Payload[1]=46 Payload[2]=6E
[21:06:33.797] Worker-2 | EventoID=260 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=FC Payload[1]=C9 Payload[2]=5D
[21:06:34.201] Worker-0 | EventoID=261 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=70 Payload[1]=5F Payload[2]=38
[21:06:34.309] Worker-0 | EventoID=262 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=EA Payload[1]=B0 Payload[2]=74
[21:06:34.633] Worker-0 | EventoID=263 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=F8 Payload[1]=68 Payload[2]=49
[21:06:34.865] Worker-2 | EventoID=264 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=18 Payload[1]=61 Payload[2]=6B
[21:06:35.351] Worker-3 | EventoID=265 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=99 Payload[1]=CB Payload[2]=6C
[21:06:35.660] Worker-3 | EventoID=266 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=72 Payload[1]=79 Payload[2]=4B
[21:06:35.923] Worker-1 | EventoID=267 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=13 Payload[1]=82 Payload[2]=22
[21:06:36.357] Worker-1 | EventoID=268 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=2D Payload[1]=F4 Payload[2]=37
[21:06:36.544] Worker-1 | EventoID=269 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=AA Payload[1]=E1 Payload[2]=5E
[21:06:36.853] Worker-3 | EventoID=270 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=CE Payload[1]=96 Payload[2]=34
[21:06:37.024] Worker-0 | EventoID=271 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=D6 Payload[1]=5B Payload[2]=6D
[21:06:37.490] Worker-3 | EventoID=272 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=23 Payload[1]=83 Payload[2]=1C
[21:06:37.817] Worker-3 | EventoID=273 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=8C Payload[1]=D4 Payload[2]=37
[21:06:38.064] Worker-1 | EventoID=274 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=E0 Payload[1]=BB Payload[2]=3C
[21:06:38.357] Worker-3 | EventoID=275 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=B7 Payload[1]=95 Payload[2]=4A
[21:06:38.652] Worker-0 | EventoID=276 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=BA Payload[1]=B3 Payload[2]=20
[21:06:39.136] Worker-1 | EventoID=277 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=9D Payload[1]=84 Payload[2]=34
[21:06:39.633] Worker-2 | EventoID=278 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=30 Payload[1]=6C Payload[2]=39
[21:06:39.832] Worker-2 | EventoID=279 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=41 Payload[1]=B4 Payload[2]=55
[21:06:40.174] Worker-0 | EventoID=280 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=6F Payload[1]=A4 Payload[2]=42
[21:06:40.297] Worker-3 | EventoID=281 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=42 Payload[1]=BF Payload[2]=71
[21:06:40.685] Worker-2 | EventoID=282 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=AC Payload[1]=9F Payload[2]=66
[21:06:40.961] Worker-1 | EventoID=283 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=09 Payload[1]=C9 Payload[2]=2E
[21:06:41.177] Worker-1 | EventoID=284 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=A3 Payload[1]=6E Payload[2]=18
[21:06:41.503] Worker-1 | EventoID=285 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=3F Payload[1]=D6 Payload[2]=1F
[21:06:41.843] Worker-2 | EventoID=286 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=6D Payload[1]=A7 Payload[2]=19
[21:06:42.073] Worker-0 | EventoID=287 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=24 Payload[1]=38 Payload[2]=2D
[21:06:42.354] Worker-3 | EventoID=288 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=7A Payload[1]=85 Payload[2]=75
[21:06:42.572] Worker-3 | EventoID=289 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=04 Payload[1]=52 Payload[2]=5F
[21:06:42.758] Worker-3 | EventoID=290 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=BC Payload[1]=DB Payload[2]=4A
[21:06:42.990] Worker-1 | EventoID=291 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=97 Payload[1]=4E Payload[2]=57
[21:06:43.428] Worker-1 | EventoID=292 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=82 Payload[1]=D7 Payload[2]=2E
[21:06:43.650] Worker-1 | EventoID=293 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=0A Payload[1]=4F Payload[2]=2A
[21:06:43.822] Worker-0 | EventoID=294 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=54 Payload[1]=5E Payload[2]=28
[21:06:43.946] Worker-3 | EventoID=295 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=0F Payload[1]=37 Payload[2]=5A
[21:06:44.072] Worker-1 | EventoID=296 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=15 Payload[1]=52 Payload[2]=1A
[21:06:44.211] Worker-2 | EventoID=297 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=1F Payload[1]=A8 Payload[2]=3A
[21:06:44.662] Worker-0 | EventoID=298 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=EA Payload[1]=D0 Payload[2]=61
[21:06:44.785] Worker-3 | EventoID=299 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=92 Payload[1]=77 Payload[2]=71
[21:06:45.142] Worker-1 | EventoID=300 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=C0 Payload[1]=BB Payload[2]=53
[21:06:45.482] Worker-2 | EventoID=301 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=FE Payload[1]=A3 Payload[2]=54
[21:06:45.952] Worker-0 | EventoID=302 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=2A Payload[1]=85 Payload[2]=29
[21:06:46.434] Worker-1 | EventoID=303 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=36 Payload[1]=C7 Payload[2]=4B
[21:06:46.667] Worker-2 | EventoID=304 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=A5 Payload[1]=9D Payload[2]=3B
[21:06:46.983] Worker-1 | EventoID=305 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=63 Payload[1]=B5 Payload[2]=30
[21:06:47.278] Worker-3 | EventoID=306 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=44 Payload[1]=44 Payload[2]=53
[21:06:47.514] Worker-1 | EventoID=307 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=50 Payload[1]=32 Payload[2]=3A
[21:06:47.653] Worker-2 | EventoID=308 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=5E Payload[1]=9F Payload[2]=77
[21:06:47.826] Worker-3 | EventoID=309 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=9D Payload[1]=41 Payload[2]=5A
[21:06:47.981] Worker-2 | EventoID=310 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=A7 Payload[1]=83 Payload[2]=47
[21:06:48.339] Worker-0 | EventoID=311 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=F0 Payload[1]=69 Payload[2]=2B
[21:06:48.743] Worker-2 | EventoID=312 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=A3 Payload[1]=EA Payload[2]=1A
[21:06:49.128] Worker-3 | EventoID=313 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=65 Payload[1]=A5 Payload[2]=27
[21:06:49.470] Worker-1 | EventoID=314 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=0D Payload[1]=F9 Payload[2]=17
[21:06:49.915] Worker-1 | EventoID=315 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=CB Payload[1]=CC Payload[2]=74
[21:06:50.322] Worker-3 | EventoID=316 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=6D Payload[1]=61 Payload[2]=29
[21:06:50.601] Worker-2 | EventoID=317 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=2E Payload[1]=36 Payload[2]=57
[21:06:51.080] Worker-3 | EventoID=318 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=B7 Payload[1]=B4 Payload[2]=65
[21:06:51.347] Worker-2 | EventoID=319 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=39 Payload[1]=9A Payload[2]=25
[21:06:51.686] Worker-0 | EventoID=320 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=5C Payload[1]=A9 Payload[2]=76
[21:06:51.824] Worker-3 | EventoID=321 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=BD Payload[1]=66 Payload[2]=44
[21:06:52.213] Worker-2 | EventoID=322 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=3A Payload[1]=6C Payload[2]=51
[21:06:52.414] Worker-1 | EventoID=323 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=60 Payload[1]=73 Payload[2]=73
[21:06:52.817] Worker-1 | EventoID=324 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=96 Payload[1]=73 Payload[2]=6F
[21:06:52.943] Worker-2 | EventoID=325 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=7B Payload[1]=83 Payload[2]=66
[21:06:53.437] Worker-3 | EventoID=326 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=7B Payload[1]=77 Payload[2]=23
[21:06:53.716] Worker-2 | EventoID=327 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=30 Payload[1]=BC Payload[2]=1A
[21:06:54.013] Worker-1 | EventoID=328 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=31 Payload[1]=DF Payload[2]=4D
[21:06:54.463] Worker-2 | EventoID=329 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=89 Payload[1]=5A Payload[2]=5C
[21:06:54.962] Worker-3 | EventoID=330 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=B6 Payload[1]=A7 Payload[2]=2B
[21:06:55.195] Worker-1 | EventoID=331 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=91 Payload[1]=AB Payload[2]=2C
[21:06:55.539] Worker-2 | EventoID=332 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=53 Payload[1]=44 Payload[2]=30
[21:06:55.834] Worker-3 | EventoID=333 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=53 Payload[1]=33 Payload[2]=54
[21:06:55.975] Worker-2 | EventoID=334 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=85 Payload[1]=99 Payload[2]=43
[21:06:56.438] Worker-0 | EventoID=335 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=DA Payload[1]=3B Payload[2]=73
[21:06:56.764] Worker-0 | EventoID=336 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=D8 Payload[1]=8D Payload[2]=5D
[21:06:56.997] Worker-3 | EventoID=337 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=28 Payload[1]=EE Payload[2]=37
[21:06:57.105] Worker-3 | EventoID=338 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=1F Payload[1]=B7 Payload[2]=68
[21:06:57.352] Worker-1 | EventoID=339 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=C4 Payload[1]=A2 Payload[2]=14
[21:06:57.861] Worker-3 | EventoID=340 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=B4 Payload[1]=96 Payload[2]=19
[21:06:58.197] Worker-1 | EventoID=341 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=08 Payload[1]=36 Payload[2]=63
[21:06:58.446] Worker-2 | EventoID=342 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=5F Payload[1]=F9 Payload[2]=41
[21:06:58.663] Worker-2 | EventoID=343 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=5E Payload[1]=C9 Payload[2]=58
[21:06:59.158] Worker-3 | EventoID=344 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=59 Payload[1]=E0 Payload[2]=6F
[21:06:59.563] Worker-0 | EventoID=345 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=3F Payload[1]=ED Payload[2]=64
[21:07:00.061] Worker-2 | EventoID=346 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=87 Payload[1]=BF Payload[2]=4C
[21:07:00.313] Worker-0 | EventoID=347 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=42 Payload[1]=5B Payload[2]=6B
